step	accuracy
1920	0.9375
1921	1.0
1922	1.0
1923	0.9375
1924	0.9375
1925	1.0
1926	0.96875
1927	1.0
1928	1.0
1929	0.875
1930	1.0
1931	1.0
1932	0.96875
1933	0.96875
1934	1.0
1935	1.0
1936	1.0
1937	0.96875
1938	0.96875
1939	0.875
1940	1.0
1941	0.96875
1942	0.96875
1943	0.8666667342185974
1944	0.9375
1945	0.90625
1946	0.96875
1947	0.84375
1948	0.9375
1949	0.9375
1950	0.96875
1951	1.0
1952	1.0
1953	1.0
1954	0.9375
1955	1.0
1956	0.96875
1957	0.96875
1958	1.0
1959	0.78125
1960	0.84375
1961	0.90625
1962	0.9375
1963	0.96875
1964	0.96875
1965	0.84375
1966	0.96875
1967	0.96875
1968	0.9375
1969	0.96875
1970	0.96875
1971	1.0
1972	1.0
1973	0.9375
1974	0.9375
1975	0.96875
1976	0.84375
1977	0.90625
1978	1.0
1979	0.9375
1980	0.84375
1981	1.0
1982	0.96875
1983	0.96875
1984	0.9375
1985	0.96875
1986	1.0
1987	0.875
1988	0.90625
1989	0.9375
1990	1.0
1991	1.0
1992	0.9375
1993	0.9375
1994	1.0
1995	0.96875
1996	0.96875
1997	1.0
1998	0.875
1999	0.9375
2000	0.96875
2001	0.96875
2002	0.9375
2003	1.0
2004	1.0
2005	0.8125
2006	1.0
2007	0.90625
2008	0.9375
2009	1.0
2010	0.9375
2011	1.0
2012	0.90625
2013	0.96875
2014	0.96875
2015	1.0
2016	0.90625
2017	0.84375
2018	0.8125
2019	0.96875
2020	0.90625
2021	0.96875
2022	1.0
2023	1.0
2024	1.0
2025	1.0
2026	1.0
2027	1.0
2028	1.0
2029	0.9375
2030	0.9375
2031	1.0
2032	1.0
2033	0.90625
2034	1.0
2035	0.875
2036	0.8125
2037	0.9375
2038	0.96875
2039	1.0
2040	0.875
2041	1.0
2042	0.96875
2043	0.96875
2044	1.0
2045	1.0
2046	0.90625
2047	0.90625
2048	0.96875
2049	0.96875
2050	0.9375
2051	0.9375
2052	0.96875
2053	0.9375
2054	0.9375
2055	1.0
2056	0.9375
2057	1.0
2058	0.9375
2059	1.0
2060	0.96875
2061	1.0
2062	0.96875
2063	0.875
2064	1.0
2065	1.0
2066	1.0
2067	0.96875
2068	0.875
2069	1.0
2070	1.0
2071	1.0
2072	0.9375
2073	0.96875
2074	0.9375
2075	1.0
2076	0.84375
2077	1.0
2078	0.9375
2079	0.9375
2080	1.0
2081	1.0
2082	0.9375
2083	0.96875
2084	0.875
2085	1.0
2086	0.96875
2087	1.0
2088	0.90625
2089	0.90625
2090	0.875
2091	1.0
2092	0.9375
2093	0.96875
2094	1.0
2095	1.0
2096	1.0
2097	1.0
2098	0.96875
2099	0.96875
2100	1.0
2101	0.96875
2102	0.875
2103	1.0
2104	1.0
2105	0.9375
2106	0.9375
2107	1.0
2108	0.90625
2109	0.84375
2110	1.0
2111	1.0
2112	0.9375
2113	1.0
2114	0.96875
2115	0.90625
2116	0.96875
2117	1.0
2118	0.9375
2119	1.0
2120	0.90625
2121	0.96875
2122	1.0
2123	1.0
2124	0.96875
2125	1.0
2126	0.96875
2127	0.96875
2128	0.96875
2129	0.96875
2130	0.96875
2131	0.96875
2132	0.96875
2133	1.0
2134	1.0
2135	0.9375
2136	1.0
2137	0.9375
2138	0.96875
2139	0.96875
2140	1.0
2141	1.0
2142	0.96875
2143	0.96875
2144	0.875
2145	0.9375
2146	1.0
2147	1.0
2148	0.96875
2149	1.0
2150	0.9375
2151	0.96875
2152	0.90625
2153	0.9375
2154	0.9375
2155	0.9375
2156	0.9375
2157	0.96875
2158	0.96875
2159	0.8666667342185974
2160	0.96875
2161	0.96875
2162	1.0
2163	0.90625
2164	0.9375
2165	0.96875
2166	0.96875
2167	0.96875
2168	0.96875
2169	1.0
2170	1.0
2171	1.0
2172	1.0
2173	1.0
2174	0.9375
2175	1.0
2176	0.90625
2177	0.90625
2178	1.0
2179	0.96875
2180	0.96875
2181	0.875
2182	0.96875
2183	0.9375
2184	1.0
2185	0.96875
2186	0.96875
2187	0.9375
2188	0.96875
2189	1.0
2190	1.0
2191	1.0
2192	1.0
2193	0.875
2194	0.96875
2195	0.96875
2196	0.9375
2197	1.0
2198	1.0
2199	0.90625
2200	1.0
2201	1.0
2202	1.0
2203	0.875
2204	1.0
2205	1.0
2206	0.96875
2207	0.90625
2208	0.96875
2209	0.96875
2210	0.875
2211	0.9375
2212	1.0
2213	0.9375
2214	1.0
2215	0.96875
2216	1.0
2217	1.0
2218	0.96875
2219	0.96875
2220	1.0
2221	0.90625
2222	1.0
2223	0.9375
2224	0.90625
2225	1.0
2226	0.96875
2227	0.96875
2228	0.875
2229	0.96875
2230	0.96875
2231	0.8000000715255737
2232	0.90625
2233	0.96875
2234	0.9375
2235	0.96875
2236	1.0
2237	1.0
2238	1.0
2239	1.0
2240	1.0
2241	1.0
2242	1.0
2243	0.96875
2244	0.96875
2245	0.96875
2246	0.96875
2247	1.0
2248	0.75
2249	0.9375
2250	0.90625
2251	0.90625
2252	0.9375
2253	0.96875
2254	0.96875
2255	1.0
2256	1.0
2257	0.9375
2258	1.0
2259	0.96875
2260	1.0
2261	1.0
2262	0.96875
2263	1.0
2264	0.96875
2265	1.0
2266	1.0
2267	0.96875
2268	1.0
2269	1.0
2270	1.0
2271	0.96875
2272	0.96875
2273	0.96875
2274	0.9375
2275	1.0
2276	1.0
2277	0.9375
2278	0.96875
2279	0.9375
2280	0.90625
2281	0.96875
2282	1.0
2283	0.96875
2284	0.96875
2285	1.0
2286	1.0
2287	0.9375
2288	0.9375
2289	1.0
2290	1.0
2291	0.96875
2292	0.96875
2293	0.9375
2294	0.96875
2295	0.96875
2296	0.90625
2297	0.9375
2298	0.96875
2299	1.0
2300	0.9375
2301	0.9375
2302	0.96875
2303	1.0
2304	0.96875
2305	0.9375
2306	0.875
2307	0.90625
2308	0.96875
2309	0.9375
2310	0.96875
2311	0.96875
2312	0.96875
2313	1.0
2314	1.0
2315	1.0
2316	0.96875
2317	1.0
2318	0.96875
2319	1.0
2320	1.0
2321	0.9375
2322	0.96875
2323	0.8125
2324	0.78125
2325	0.96875
2326	0.9375
2327	1.0
2328	0.96875
2329	0.90625
2330	0.9375
2331	0.875
2332	0.9375
2333	0.96875
2334	0.9375
2335	0.90625
2336	1.0
2337	0.96875
2338	0.9375
2339	1.0
2340	0.96875
2341	0.96875
2342	1.0
2343	0.96875
2344	0.96875
2345	1.0
2346	0.9375
2347	0.9375
2348	0.96875
2349	0.96875
2350	0.96875
2351	0.9375
2352	1.0
2353	0.96875
2354	0.9375
2355	1.0
2356	1.0
2357	0.96875
2358	1.0
2359	1.0
2360	0.96875
2361	0.875
2362	0.90625
2363	0.90625
2364	1.0
2365	0.8125
2366	1.0
2367	1.0
2368	0.9375
2369	0.90625
2370	1.0
2371	1.0
2372	0.9375
2373	0.96875
2374	1.0
2375	0.9333333969116211
2376	0.96875
2377	0.96875
2378	0.96875
2379	1.0
2380	1.0
2381	0.96875
2382	0.96875
2383	1.0
2384	1.0
2385	0.96875
2386	1.0
2387	0.9375
2388	1.0
2389	1.0
2390	1.0
2391	1.0
2392	1.0
2393	0.96875
2394	1.0
2395	1.0
2396	1.0
2397	0.9375
2398	1.0
2399	1.0
2400	0.96875
2401	0.96875
2402	0.90625
2403	1.0
2404	1.0
2405	1.0
2406	0.96875
2407	0.96875
2408	0.875
2409	1.0
2410	0.96875
2411	1.0
2412	1.0
2413	1.0
2414	1.0
2415	0.90625
2416	0.9375
2417	0.96875
2418	1.0
2419	1.0
2420	1.0
2421	1.0
2422	0.96875
2423	0.96875
2424	1.0
2425	1.0
2426	1.0
2427	1.0
2428	1.0
2429	1.0
2430	1.0
2431	1.0
2432	0.96875
2433	1.0
2434	0.96875
2435	1.0
2436	0.96875
2437	1.0
2438	1.0
2439	1.0
2440	0.96875
2441	1.0
2442	1.0
2443	1.0
2444	0.9375
2445	0.9375
2446	0.96875
2447	1.0
2448	0.90625
2449	0.875
2450	0.90625
2451	0.90625
2452	0.96875
2453	1.0
2454	0.9375
2455	1.0
2456	1.0
2457	1.0
2458	0.9375
2459	1.0
2460	1.0
2461	1.0
2462	0.96875
2463	0.90625
2464	1.0
2465	1.0
2466	0.96875
2467	0.9375
2468	0.84375
2469	1.0
2470	1.0
2471	0.875
2472	0.96875
2473	0.96875
2474	1.0
2475	0.96875
2476	1.0
2477	1.0
2478	1.0
2479	1.0
2480	1.0
2481	0.96875
2482	1.0
2483	1.0
2484	0.9375
2485	1.0
2486	1.0
2487	1.0
2488	0.96875
2489	1.0
2490	1.0
2491	0.96875
2492	1.0
2493	1.0
2494	1.0
2495	1.0
2496	1.0
2497	1.0
2498	0.96875
2499	0.96875
2500	0.9375
2501	0.90625
2502	1.0
2503	0.96875
2504	1.0
2505	1.0
2506	1.0
2507	0.9375
2508	0.96875
2509	1.0
2510	0.96875
2511	1.0
2512	0.90625
2513	0.9375
2514	1.0
2515	0.96875
2516	0.9375
2517	1.0
2518	0.875
2519	0.8666667342185974
2520	1.0
2521	0.9375
2522	0.90625
2523	0.96875
2524	0.9375
2525	0.9375
2526	1.0
2527	0.9375
2528	1.0
2529	1.0
2530	0.96875
2531	0.96875
2532	0.96875
2533	1.0
2534	0.96875
2535	0.96875
2536	0.90625
2537	1.0
2538	1.0
2539	0.9375
2540	0.9375
2541	0.96875
2542	1.0
2543	0.96875
2544	0.96875
2545	1.0
2546	0.96875
2547	1.0
2548	1.0
2549	0.9375
2550	0.90625
2551	0.96875
2552	0.96875
2553	1.0
2554	1.0
2555	1.0
2556	0.96875
2557	0.9375
2558	1.0
2559	0.96875
2560	0.9375
2561	1.0
2562	1.0
2563	0.90625
2564	0.96875
2565	1.0
2566	1.0
2567	1.0
2568	0.96875
2569	1.0
2570	1.0
2571	0.9375
2572	1.0
2573	1.0
2574	1.0
2575	0.96875
2576	0.8125
2577	1.0
2578	0.96875
2579	0.96875
2580	0.96875
2581	0.96875
2582	0.9375
2583	0.96875
2584	1.0
2585	0.96875
2586	0.9375
2587	0.96875
2588	1.0
2589	1.0
2590	1.0
2591	0.9333333969116211
2592	0.8125
2593	0.96875
2594	1.0
2595	0.96875
2596	0.9375
2597	0.96875
2598	0.96875
2599	0.96875
2600	1.0
2601	1.0
2602	1.0
2603	1.0
2604	1.0
2605	0.84375
2606	1.0
2607	0.96875
2608	0.96875
2609	1.0
2610	1.0
2611	0.9375
2612	0.78125
2613	0.9375
2614	0.9375
2615	0.9375
2616	0.96875
2617	0.96875
2618	1.0
2619	1.0
2620	1.0
2621	0.9375
2622	1.0
2623	1.0
2624	1.0
2625	1.0
2626	1.0
2627	1.0
2628	0.96875
2629	1.0
2630	1.0
2631	0.9375
2632	1.0
2633	1.0
2634	1.0
2635	1.0
2636	0.96875
2637	0.96875
2638	1.0
2639	0.96875
2640	1.0
2641	1.0
2642	1.0
2643	1.0
2644	0.96875
2645	1.0
2646	0.96875
2647	1.0
2648	1.0
2649	0.96875
2650	1.0
2651	1.0
2652	1.0
2653	0.9375
2654	1.0
2655	1.0
2656	0.96875
2657	0.96875
2658	0.96875
2659	1.0
2660	1.0
2661	1.0
2662	1.0
2663	1.0
2664	0.9375
2665	1.0
2666	0.9375
2667	0.96875
2668	0.875
2669	1.0
2670	1.0
2671	1.0
2672	1.0
2673	1.0
2674	0.96875
2675	1.0
2676	1.0
2677	0.9375
2678	0.96875
2679	1.0
2680	1.0
2681	0.9375
2682	1.0
2683	0.96875
2684	1.0
2685	1.0
2686	0.96875
2687	1.0
2688	0.96875
2689	0.9375
2690	0.96875
2691	1.0
2692	0.96875
2693	1.0
2694	1.0
2695	1.0
2696	1.0
2697	1.0
2698	1.0
2699	0.875
2700	0.96875
2701	0.9375
2702	0.96875
2703	1.0
2704	1.0
2705	1.0
2706	1.0
2707	1.0
2708	1.0
2709	1.0
2710	0.90625
2711	1.0
2712	1.0
2713	1.0
2714	0.96875
2715	0.96875
2716	1.0
2717	0.96875
2718	1.0
2719	0.96875
2720	1.0
2721	0.96875
2722	1.0
2723	1.0
2724	1.0
2725	1.0
2726	1.0
2727	1.0
2728	0.96875
2729	0.96875
2730	1.0
2731	0.90625
2732	1.0
2733	1.0
2734	1.0
2735	1.0
2736	0.96875
2737	0.96875
2738	0.96875
2739	0.9375
2740	1.0
2741	0.96875
2742	1.0
2743	1.0
2744	1.0
2745	1.0
2746	1.0
2747	1.0
2748	0.96875
2749	0.96875
2750	1.0
2751	1.0
2752	1.0
2753	0.90625
2754	0.9375
2755	0.96875
2756	0.90625
2757	0.90625
2758	1.0
2759	0.96875
2760	1.0
2761	1.0
2762	0.96875
2763	0.96875
2764	1.0
2765	1.0
2766	1.0
2767	0.9375
2768	1.0
2769	0.96875
2770	0.96875
2771	1.0
2772	1.0
2773	1.0
2774	1.0
2775	0.96875
2776	1.0
2777	1.0
2778	1.0
2779	1.0
2780	1.0
2781	1.0
2782	0.9375
2783	1.0
2784	0.96875
2785	0.875
2786	1.0
2787	1.0
2788	1.0
2789	0.96875
2790	1.0
2791	1.0
2792	0.96875
2793	1.0
2794	1.0
2795	0.96875
2796	1.0
2797	1.0
2798	1.0
2799	0.90625
2800	1.0
2801	0.96875
2802	1.0
2803	0.96875
2804	1.0
2805	1.0
2806	1.0
2807	1.0
2808	1.0
2809	0.96875
2810	1.0
2811	0.96875
2812	0.96875
2813	1.0
2814	1.0
2815	1.0
2816	1.0
2817	1.0
2818	1.0
2819	1.0
2820	1.0
2821	1.0
2822	1.0
2823	1.0
2824	0.96875
2825	1.0
2826	0.96875
2827	1.0
2828	1.0
2829	0.96875
2830	1.0
2831	0.90625
2832	1.0
2833	1.0
2834	1.0
2835	1.0
2836	1.0
2837	1.0
2838	1.0
2839	0.9375
2840	1.0
2841	1.0
2842	0.9375
2843	1.0
2844	1.0
2845	0.96875
2846	1.0
2847	1.0
2848	0.9375
2849	1.0
2850	1.0
2851	1.0
2852	1.0
2853	1.0
2854	1.0
2855	0.96875
2856	1.0
2857	1.0
2858	1.0
2859	0.90625
2860	1.0
2861	1.0
2862	1.0
2863	1.0
2864	1.0
2865	1.0
2866	1.0
2867	0.9375
2868	1.0
2869	0.96875
2870	1.0
2871	1.0
2872	1.0
2873	1.0
2874	0.96875
2875	1.0
2876	1.0
2877	1.0
2878	1.0
2879	1.0
2880	1.0
2881	0.9375
2882	1.0
2883	0.96875
2884	1.0
2885	1.0
2886	0.9375
2887	1.0
2888	0.96875
2889	0.96875
2890	1.0
2891	1.0
2892	1.0
2893	1.0
2894	1.0
2895	1.0
2896	1.0
2897	0.96875
2898	0.78125
2899	0.96875
2900	1.0
2901	0.9375
2902	1.0
2903	1.0
2904	0.96875
2905	1.0
2906	0.9375
2907	0.875
2908	1.0
2909	0.9375
2910	1.0
2911	1.0
2912	0.96875
2913	1.0
2914	0.96875
2915	1.0
2916	1.0
2917	0.96875
2918	1.0
2919	1.0
2920	0.96875
2921	1.0
2922	1.0
2923	1.0
2924	1.0
2925	0.90625
2926	1.0
2927	1.0
2928	0.96875
2929	1.0
2930	0.9375
2931	1.0
2932	1.0
2933	1.0
2934	0.96875
2935	1.0
2936	1.0
2937	0.96875
2938	1.0
2939	1.0
2940	1.0
2941	1.0
2942	1.0
2943	0.96875
2944	0.90625
2945	1.0
2946	1.0
2947	1.0
2948	1.0
2949	1.0
2950	1.0
2951	1.0
2952	1.0
2953	0.875
2954	1.0
2955	0.96875
2956	0.96875
2957	1.0
2958	1.0
2959	1.0
2960	1.0
2961	1.0
2962	1.0
2963	1.0
2964	1.0
2965	1.0
2966	1.0
2967	1.0
2968	1.0
2969	0.96875
2970	0.9375
2971	1.0
2972	0.96875
2973	1.0
2974	0.96875
2975	0.90625
2976	0.96875
2977	1.0
2978	1.0
2979	1.0
2980	1.0
2981	1.0
2982	1.0
2983	1.0
2984	0.96875
2985	1.0
2986	1.0
2987	0.96875
2988	1.0
2989	1.0
2990	0.96875
2991	1.0
2992	1.0
2993	1.0
2994	0.96875
2995	1.0
2996	1.0
2997	1.0
2998	1.0
2999	1.0
3000	1.0
3001	0.90625
3002	1.0
3003	1.0
3004	1.0
3005	1.0
3006	1.0
3007	1.0
3008	1.0
3009	0.96875
3010	1.0
3011	0.96875
3012	1.0
3013	1.0
3014	1.0
3015	1.0
3016	1.0
3017	1.0
3018	0.96875
3019	0.96875
3020	1.0
3021	1.0
3022	1.0
3023	1.0
3024	1.0
3025	0.96875
3026	0.9375
3027	0.96875
3028	0.96875
3029	1.0
3030	1.0
3031	1.0
3032	1.0
3033	1.0
3034	1.0
3035	1.0
3036	1.0
3037	0.96875
3038	1.0
3039	0.96875
3040	1.0
3041	1.0
3042	1.0
3043	1.0
3044	1.0
3045	0.96875
3046	1.0
3047	1.0
3048	1.0
3049	1.0
3050	0.96875
3051	0.9375
3052	0.96875
3053	1.0
3054	1.0
3055	1.0
3056	0.96875
3057	0.90625
3058	1.0
3059	0.96875
3060	1.0
3061	1.0
3062	1.0
3063	1.0
3064	1.0
3065	1.0
3066	1.0
3067	1.0
3068	1.0
3069	0.96875
3070	1.0
3071	0.96875
3072	1.0
3073	1.0
3074	1.0
3075	0.96875
3076	1.0
3077	0.96875
3078	1.0
3079	1.0
3080	1.0
3081	1.0
3082	0.96875
3083	1.0
3084	1.0
3085	1.0
3086	1.0
3087	1.0
3088	1.0
3089	1.0
3090	1.0
3091	0.96875
3092	1.0
3093	1.0
3094	1.0
3095	1.0
3096	0.96875
3097	0.96875
3098	0.96875
3099	0.96875
3100	1.0
3101	1.0
3102	1.0
3103	1.0
3104	1.0
3105	1.0
3106	1.0
3107	1.0
3108	1.0
3109	0.96875
3110	1.0
3111	1.0
3112	1.0
3113	1.0
3114	1.0
3115	1.0
3116	1.0
3117	0.9375
3118	0.96875
3119	0.90625
3120	0.9375
3121	1.0
3122	1.0
3123	1.0
3124	1.0
3125	1.0
3126	0.96875
3127	1.0
3128	1.0
3129	1.0
3130	1.0
3131	1.0
3132	1.0
3133	1.0
3134	0.96875
3135	0.96875
3136	1.0
3137	1.0
3138	1.0
3139	1.0
3140	0.96875
3141	0.9375
3142	1.0
3143	1.0
3144	1.0
3145	1.0
3146	1.0
3147	1.0
3148	1.0
3149	0.96875
3150	1.0
3151	1.0
3152	1.0
3153	1.0
3154	1.0
3155	1.0
3156	1.0
3157	0.96875
3158	0.96875
3159	1.0
3160	1.0
3161	1.0
3162	0.96875
3163	0.96875
3164	1.0
3165	1.0
3166	1.0
3167	1.0
3168	0.96875
3169	1.0
3170	0.96875
3171	1.0
3172	1.0
3173	1.0
3174	1.0
3175	1.0
3176	1.0
3177	1.0
3178	1.0
3179	1.0
3180	1.0
3181	1.0
3182	1.0
3183	1.0
3184	1.0
3185	1.0
3186	1.0
3187	1.0
3188	0.96875
3189	1.0
3190	1.0
3191	1.0
3192	1.0
3193	1.0
3194	0.96875
3195	1.0
3196	1.0
3197	1.0
3198	1.0
3199	1.0
3200	1.0
3201	1.0
3202	0.96875
3203	1.0
3204	1.0
3205	1.0
3206	0.96875
3207	1.0
3208	1.0
3209	1.0
3210	1.0
3211	1.0
3212	1.0
3213	1.0
3214	0.96875
3215	1.0
3216	1.0
3217	1.0
3218	1.0
3219	1.0
3220	1.0
3221	1.0
3222	1.0
3223	1.0
3224	0.9375
3225	1.0
3226	1.0
3227	1.0
3228	1.0
3229	0.96875
3230	1.0
3231	1.0
3232	1.0
3233	1.0
3234	1.0
3235	1.0
3236	1.0
3237	1.0
3238	1.0
3239	1.0
3240	1.0
3241	1.0
3242	0.9375
3243	0.96875
3244	1.0
3245	1.0
3246	1.0
3247	1.0
3248	1.0
3249	1.0
3250	1.0
3251	1.0
3252	1.0
3253	1.0
3254	1.0
3255	1.0
3256	1.0
3257	0.96875
3258	1.0
3259	1.0
3260	1.0
3261	1.0
3262	1.0
3263	1.0
3264	0.96875
3265	1.0
3266	1.0
3267	0.96875
3268	1.0
3269	1.0
3270	1.0
3271	1.0
3272	0.9375
3273	1.0
3274	1.0
3275	0.96875
3276	1.0
3277	1.0
3278	1.0
3279	1.0
3280	0.96875
3281	1.0
3282	1.0
3283	1.0
3284	1.0
3285	0.96875
3286	0.96875
3287	1.0
3288	1.0
3289	1.0
3290	1.0
3291	1.0
3292	1.0
3293	1.0
3294	1.0
3295	1.0
3296	0.96875
3297	1.0
3298	1.0
3299	1.0
3300	1.0
3301	1.0
3302	1.0
3303	1.0
3304	1.0
3305	1.0
3306	1.0
3307	1.0
3308	1.0
3309	1.0
3310	1.0
3311	1.0
3312	0.9375
3313	1.0
3314	1.0
3315	0.96875
3316	0.96875
3317	1.0
3318	1.0
3319	1.0
3320	1.0
3321	1.0
3322	1.0
3323	1.0
3324	1.0
3325	1.0
3326	1.0
3327	1.0
3328	1.0
3329	1.0
3330	1.0
3331	0.96875
3332	0.9375
3333	1.0
3334	1.0
3335	0.96875
3336	0.96875
3337	0.75
3338	1.0
3339	1.0
3340	1.0
3341	0.9375
3342	1.0
3343	1.0
3344	1.0
3345	1.0
3346	1.0
3347	1.0
3348	1.0
3349	1.0
3350	0.90625
3351	0.96875
3352	0.96875
3353	1.0
3354	1.0
3355	0.96875
3356	0.96875
3357	0.96875
3358	1.0
3359	0.96875
3360	1.0
3361	1.0
3362	1.0
3363	1.0
3364	0.96875
3365	1.0
3366	1.0
3367	1.0
3368	1.0
3369	1.0
3370	0.96875
3371	0.96875
3372	1.0
3373	1.0
3374	1.0
3375	0.96875
3376	1.0
3377	0.96875
3378	1.0
3379	1.0
3380	1.0
3381	1.0
3382	1.0
3383	1.0
3384	1.0
3385	0.9375
3386	1.0
3387	1.0
3388	0.96875
3389	1.0
3390	1.0
3391	0.9375
3392	1.0
3393	1.0
3394	1.0
3395	0.96875
3396	1.0
3397	1.0
3398	1.0
3399	1.0
3400	0.96875
3401	1.0
3402	0.9375
3403	0.96875
3404	0.96875
3405	1.0
3406	1.0
3407	0.96875
3408	1.0
3409	1.0
3410	0.96875
3411	0.9375
3412	1.0
3413	1.0
3414	1.0
3415	1.0
3416	1.0
3417	1.0
3418	1.0
3419	0.96875
3420	1.0
3421	1.0
3422	1.0
3423	1.0
3424	1.0
3425	1.0
3426	0.96875
3427	1.0
3428	1.0
3429	1.0
3430	1.0
3431	1.0
3432	1.0
3433	0.96875
3434	1.0
3435	1.0
3436	1.0
3437	1.0
3438	1.0
3439	1.0
3440	1.0
3441	1.0
3442	1.0
3443	1.0
3444	1.0
3445	1.0
3446	0.9375
3447	0.96875
3448	1.0
3449	1.0
3450	1.0
3451	1.0
3452	1.0
3453	1.0
3454	1.0
3455	1.0
3456	1.0
3457	0.96875
3458	0.96875
3459	1.0
3460	1.0
3461	1.0
3462	0.96875
3463	1.0
3464	1.0
3465	1.0
3466	1.0
3467	1.0
3468	1.0
3469	1.0
3470	1.0
3471	1.0
3472	1.0
3473	1.0
3474	1.0
3475	1.0
3476	0.9375
3477	1.0
3478	1.0
3479	1.0
3480	1.0
3481	1.0
3482	1.0
3483	1.0
3484	1.0
3485	1.0
3486	1.0
3487	0.90625
3488	0.96875
3489	0.96875
3490	1.0
3491	1.0
3492	1.0
3493	1.0
3494	0.96875
3495	1.0
3496	1.0
3497	1.0
3498	1.0
3499	1.0
3500	1.0
3501	1.0
3502	1.0
3503	1.0
3504	1.0
3505	1.0
3506	0.96875
3507	1.0
3508	1.0
3509	1.0
3510	1.0
3511	1.0
3512	1.0
3513	1.0
3514	1.0
3515	1.0
3516	1.0
3517	1.0
3518	1.0
3519	1.0
3520	1.0
3521	0.96875
3522	1.0
3523	1.0
3524	1.0
3525	1.0
3526	1.0
3527	1.0
3528	0.96875
3529	1.0
3530	0.96875
3531	0.96875
3532	1.0
3533	1.0
3534	1.0
3535	1.0
3536	1.0
3537	1.0
3538	1.0
3539	1.0
3540	1.0
3541	1.0
3542	1.0
3543	1.0
3544	1.0
3545	1.0
3546	1.0
3547	0.9375
3548	1.0
3549	1.0
3550	1.0
3551	1.0
3552	1.0
3553	1.0
3554	1.0
3555	1.0
3556	1.0
3557	1.0
3558	0.96875
3559	0.9375
3560	0.96875
3561	1.0
3562	1.0
3563	1.0
3564	1.0
3565	1.0
3566	1.0
3567	1.0
3568	1.0
3569	1.0
3570	0.96875
3571	1.0
3572	1.0
3573	1.0
3574	1.0
3575	1.0
3576	1.0
3577	1.0
3578	1.0
3579	1.0
3580	1.0
3581	1.0
3582	1.0
3583	1.0
3584	1.0
3585	1.0
3586	1.0
3587	1.0
3588	1.0
3589	1.0
3590	1.0
3591	1.0
3592	1.0
3593	1.0
3594	1.0
3595	1.0
3596	1.0
3597	1.0
3598	1.0
3599	1.0
3600	1.0
3601	1.0
3602	0.96875
3603	1.0
3604	1.0
3605	0.96875
3606	1.0
3607	1.0
3608	1.0
3609	1.0
3610	1.0
3611	1.0
3612	1.0
3613	1.0
3614	1.0
3615	1.0
3616	1.0
3617	0.96875
3618	1.0
3619	1.0
3620	0.9375
3621	1.0
3622	1.0
3623	1.0
3624	0.96875
3625	1.0
3626	1.0
3627	1.0
3628	1.0
3629	1.0
3630	1.0
3631	1.0
3632	1.0
3633	1.0
3634	1.0
3635	1.0
3636	1.0
3637	1.0
3638	1.0
3639	1.0
3640	1.0
3641	1.0
3642	1.0
3643	1.0
3644	1.0
3645	1.0
3646	1.0
3647	1.0
3648	1.0
3649	1.0
3650	1.0
3651	1.0
3652	1.0
3653	1.0
3654	1.0
3655	1.0
3656	1.0
3657	1.0
3658	1.0
3659	1.0
3660	1.0
3661	1.0
3662	1.0
3663	1.0
3664	1.0
3665	1.0
3666	1.0
3667	1.0
3668	1.0
3669	1.0
3670	1.0
3671	1.0
3672	1.0
3673	1.0
3674	1.0
3675	0.96875
3676	1.0
3677	1.0
3678	1.0
3679	1.0
3680	1.0
3681	1.0
3682	1.0
3683	1.0
3684	1.0
3685	1.0
3686	1.0
3687	1.0
3688	1.0
3689	1.0
3690	1.0
3691	1.0
3692	1.0
3693	1.0
3694	1.0
3695	1.0
3696	1.0
3697	0.96875
3698	1.0
3699	1.0
3700	1.0
3701	1.0
3702	1.0
3703	0.96875
3704	0.96875
3705	1.0
3706	1.0
3707	1.0
3708	1.0
3709	1.0
3710	1.0
3711	1.0
3712	1.0
3713	1.0
3714	1.0
3715	1.0
3716	1.0
3717	1.0
3718	1.0
3719	1.0
3720	0.96875
3721	1.0
3722	1.0
3723	1.0
3724	1.0
3725	1.0
3726	1.0
3727	1.0
3728	1.0
3729	1.0
3730	1.0
3731	1.0
3732	1.0
3733	1.0
3734	1.0
3735	1.0
3736	1.0
3737	1.0
3738	1.0
3739	1.0
3740	0.96875
3741	1.0
3742	1.0
3743	1.0
3744	1.0
3745	1.0
3746	1.0
3747	1.0
3748	1.0
3749	1.0
3750	1.0
3751	1.0
3752	1.0
3753	1.0
3754	1.0
3755	1.0
3756	1.0
3757	1.0
3758	1.0
3759	1.0
3760	1.0
3761	1.0
3762	1.0
3763	1.0
3764	1.0
3765	1.0
3766	1.0
3767	1.0
3768	1.0
3769	1.0
3770	1.0
3771	1.0
3772	1.0
3773	0.9375
3774	1.0
3775	0.96875
3776	1.0
3777	1.0
3778	1.0
3779	1.0
3780	1.0
3781	1.0
3782	1.0
3783	1.0
3784	1.0
3785	1.0
3786	1.0
3787	1.0
3788	1.0
3789	1.0
3790	1.0
3791	0.96875
3792	1.0
3793	1.0
3794	1.0
3795	0.96875
3796	1.0
3797	1.0
3798	1.0
3799	1.0
3800	1.0
3801	1.0
3802	1.0
3803	1.0
3804	1.0
3805	1.0
3806	1.0
3807	1.0
3808	1.0
3809	1.0
3810	1.0
3811	1.0
3812	1.0
3813	1.0
3814	1.0
3815	1.0
3816	1.0
3817	1.0
3818	1.0
3819	1.0
3820	1.0
3821	0.96875
3822	1.0
3823	1.0
