step	balanced_loss
103	2.70664644241333
104	1.9252183437347412
105	3.9200711250305176
106	2.2580690383911133
107	2.1840567588806152
108	2.3244476318359375
109	3.1949880123138428
110	3.7389283180236816
111	3.1862106323242188
112	3.2884907722473145
113	1.8288016319274902
114	3.6687071323394775
115	2.913562297821045
116	3.1335415840148926
117	2.1578423976898193
118	2.3554205894470215
119	1.574082851409912
120	2.3370399475097656
121	2.1132965087890625
122	3.9695892333984375
123	2.323758363723755
124	2.6928181648254395
125	3.5481176376342773
126	3.6920053958892822
127	2.4257383346557617
128	2.722468376159668
129	1.9457374811172485
130	2.7217888832092285
131	2.035773277282715
132	2.425973415374756
133	2.7355048656463623
134	2.311009407043457
135	2.6199402809143066
136	2.2465007305145264
137	3.7554149627685547
138	1.7357053756713867
139	3.34975004196167
140	2.188883066177368
141	2.997523784637451
142	2.9720449447631836
143	2.1225051879882812
144	1.4626789093017578
145	1.1644331216812134
146	1.477783441543579
147	1.3355300426483154
148	1.2030258178710938
149	1.163395643234253
150	1.0951228141784668
151	2.527406692504883
152	1.2020524740219116
153	1.5545490980148315
154	1.5682200193405151
155	2.466435670852661
156	2.0477938652038574
157	2.4493942260742188
158	3.2286558151245117
159	4.031188488006592
160	3.0146474838256836
161	4.761479377746582
162	4.693838596343994
163	2.624858856201172
164	2.88907527923584
165	2.259148597717285
166	2.6467833518981934
167	3.2122819423675537
168	2.8276119232177734
169	2.1092610359191895
170	3.160978078842163
171	3.4549851417541504
172	2.2566890716552734
173	1.870924711227417
174	1.604870319366455
175	2.4698996543884277
176	2.6699976921081543
177	1.955099105834961
178	3.111821174621582
179	2.8268797397613525
180	2.738462448120117
181	2.1206564903259277
182	2.070704221725464
183	1.3765814304351807
184	5.8571672439575195
185	4.217594623565674
186	3.1752305030822754
187	1.7679880857467651
188	2.798859119415283
189	2.425260066986084
190	3.44571852684021
191	2.4227499961853027
192	1.5902190208435059
193	1.52882719039917
194	3.5610885620117188
195	3.366666316986084
196	1.5740339756011963
197	2.3875601291656494
198	2.289895534515381
199	2.9756054878234863
200	2.0380077362060547
201	2.5104637145996094
202	4.908541202545166
203	1.6514081954956055
204	3.0071654319763184
205	2.2571163177490234
206	1.7821946144104004
207	2.9091310501098633
208	2.65390944480896
209	4.07672119140625
210	1.701795220375061
211	2.041098117828369
212	3.1434600353240967
213	2.7725772857666016
214	1.7025741338729858
215	2.955505609512329
216	1.1695986986160278
217	1.15274178981781
218	1.1115179061889648
219	0.7913259267807007
220	1.4197124242782593
221	1.2924902439117432
222	1.270564079284668
223	1.1502659320831299
224	1.2760454416275024
225	1.6502501964569092
226	0.9196341633796692
227	2.5694427490234375
228	1.4523470401763916
229	1.9126074314117432
230	2.2252330780029297
231	1.525992751121521
232	2.6152725219726562
233	5.78045129776001
234	2.5169737339019775
235	2.7686567306518555
236	4.461353302001953
237	2.657985210418701
238	4.203321933746338
239	2.6241583824157715
240	4.905451774597168
241	2.7759432792663574
242	1.7242354154586792
243	1.9149093627929688
244	3.528092861175537
245	3.0943498611450195
246	2.0735039710998535
247	2.324939727783203
248	1.9042112827301025
249	2.1755685806274414
250	4.189752578735352
251	1.8575341701507568
252	2.2320122718811035
253	1.9451024532318115
254	1.6283215284347534
255	2.76572847366333
256	2.7837953567504883
257	4.051593780517578
258	1.5669329166412354
259	1.8661631345748901
260	3.8784542083740234
261	4.433029651641846
262	1.7321970462799072
263	1.691896677017212
264	2.4010961055755615
265	2.1157355308532715
266	2.1304242610931396
267	2.3562843799591064
268	3.3779356479644775
269	1.6685395240783691
270	2.715070962905884
271	2.7260234355926514
272	2.5538761615753174
273	1.8832159042358398
274	1.7475171089172363
275	1.477970838546753
276	2.255936622619629
277	2.344247579574585
278	2.339036703109741
279	3.5521631240844727
280	1.5490248203277588
281	2.3234524726867676
282	3.2725777626037598
283	1.1918442249298096
284	2.3465163707733154
285	1.6755011081695557
286	2.6385080814361572
287	2.8261046409606934
288	1.0762804746627808
289	1.1942399740219116
290	1.0723655223846436
291	1.1935851573944092
292	0.9849470257759094
293	1.2210243940353394
294	1.184772253036499
295	1.0234696865081787
296	1.7277159690856934
297	1.9010076522827148
298	1.682995319366455
299	1.0693135261535645
300	0.7711579203605652
301	1.0109689235687256
302	3.8833138942718506
303	2.088940382003784
304	2.937469005584717
305	1.3333604335784912
306	3.4111099243164062
307	3.9582388401031494
308	3.276165008544922
309	2.156468629837036
310	2.387178421020508
311	4.421929359436035
312	2.223590850830078
313	3.983340263366699
314	1.7717055082321167
315	2.377593994140625
316	2.5666637420654297
317	1.8905727863311768
318	1.3083438873291016
319	1.475855827331543
320	1.4763306379318237
321	2.4101901054382324
322	2.8495326042175293
323	1.812313199043274
324	3.2360963821411133
325	1.960558295249939
326	2.435206413269043
327	2.6348583698272705
328	2.486481189727783
329	1.9693965911865234
330	2.262665271759033
331	3.3444876670837402
332	2.6183948516845703
333	1.5990052223205566
334	2.070836305618286
335	2.015645980834961
336	2.791415214538574
337	2.676313638687134
338	1.3224800825119019
339	1.5905485153198242
340	2.3203325271606445
341	1.9001784324645996
342	1.5896885395050049
343	1.8598469495773315
344	4.487898349761963
345	2.6003785133361816
346	1.6227357387542725
347	1.1855592727661133
348	1.8339792490005493
349	1.4931349754333496
350	1.433802604675293
351	1.5754380226135254
352	1.2031381130218506
353	1.456311583518982
354	2.6962316036224365
355	2.4341180324554443
356	3.1428639888763428
357	3.7371010780334473
358	3.844367027282715
359	2.9982187747955322
360	1.0140678882598877
361	1.1492072343826294
362	1.4033169746398926
363	0.866385817527771
364	0.9940833449363708
365	1.3875761032104492
366	1.0807814598083496
367	1.2525384426116943
368	1.8845692873001099
369	1.8379470109939575
370	1.6513700485229492
371	2.137953758239746
372	1.8346426486968994
373	2.0327978134155273
374	0.8851306438446045
375	2.6498918533325195
376	2.0584278106689453
377	1.1596354246139526
378	2.293679714202881
379	2.696554183959961
380	2.553959369659424
381	3.8905322551727295
382	1.8595088720321655
383	1.4789371490478516
384	1.9634177684783936
385	1.3643860816955566
386	2.264313220977783
387	1.7812676429748535
388	2.1280393600463867
389	1.9331433773040771
390	1.7487516403198242
391	1.952528715133667
392	1.612389326095581
393	2.3498387336730957
394	2.219447612762451
395	2.703847885131836
396	3.405499219894409
397	1.9703221321105957
398	3.021522045135498
399	3.663851261138916
400	1.5705384016036987
401	1.0491480827331543
402	2.464334011077881
403	2.700693368911743
404	1.196230173110962
405	2.132847547531128
406	1.861581802368164
407	2.242184638977051
408	1.3193355798721313
409	1.5905413627624512
410	1.9764699935913086
411	1.8263624906539917
412	2.178046226501465
413	1.837652564048767
414	1.1978609561920166
415	2.436046600341797
416	3.6860976219177246
417	2.1132800579071045
418	1.1633021831512451
419	2.207383155822754
420	1.5306646823883057
421	2.5764970779418945
422	2.425990581512451
423	1.5518878698349
424	2.3020501136779785
425	1.380477786064148
426	1.2785391807556152
427	1.311064600944519
428	2.1075186729431152
429	1.6534277200698853
430	1.4428379535675049
431	1.1562795639038086
432	1.2207000255584717
433	0.892578125
434	0.9947571754455566
435	0.8817364573478699
436	0.6853209733963013
437	1.5301859378814697
438	0.9233370423316956
439	0.7570997476577759
440	1.026635766029358
441	1.554473638534546
442	2.2505149841308594
443	3.773818254470825
444	2.555854558944702
445	0.9405115246772766
446	1.7778589725494385
447	1.1279919147491455
448	2.5147597789764404
449	1.3324415683746338
450	2.2909622192382812
451	1.5685687065124512
452	1.8326092958450317
453	1.6864430904388428
454	2.430180311203003
455	2.754711627960205
456	2.3382749557495117
457	1.7000313997268677
458	2.3910140991210938
459	2.159566879272461
460	1.4387547969818115
461	1.9178569316864014
462	1.6512465476989746
463	1.2775250673294067
464	2.0916922092437744
465	1.7814536094665527
466	1.9718748331069946
467	1.81553053855896
468	2.169037103652954
469	1.9440466165542603
470	1.4726569652557373
471	0.9207650423049927
472	1.5649908781051636
473	1.8759665489196777
474	2.353813648223877
475	1.457840919494629
476	2.054138660430908
477	2.5558016300201416
478	2.0671937465667725
479	1.6887255907058716
480	1.5394134521484375
481	2.817575454711914
482	2.164355754852295
483	0.9091451168060303
484	1.4539544582366943
485	1.3611924648284912
486	1.610100269317627
487	1.0076675415039062
488	2.1475861072540283
489	3.7520194053649902
490	2.307344436645508
491	1.4099043607711792
492	2.4067153930664062
493	1.2234175205230713
494	3.021697521209717
495	1.0110172033309937
496	2.3615787029266357
497	0.9755973219871521
498	1.978298544883728
499	2.1554512977600098
500	2.102198600769043
501	1.042170763015747
502	0.7871246337890625
503	2.6473782062530518
504	0.9453591704368591
505	0.7673118114471436
506	0.9014715552330017
507	0.5632840394973755
508	0.989815890789032
509	1.224466323852539
510	0.8046383857727051
511	0.8972248435020447
512	0.5856937766075134
513	0.7814238667488098
514	1.061949610710144
515	0.987604022026062
516	2.4593818187713623
517	1.221409797668457
518	0.9571359157562256
519	1.2754430770874023
520	1.89711594581604
521	4.390248775482178
522	1.7458367347717285
523	2.0303502082824707
524	1.4149338006973267
525	1.8577871322631836
526	2.1574673652648926
527	1.6841692924499512
528	3.24760103225708
529	1.8071712255477905
530	1.974600076675415
531	1.8723424673080444
532	1.8704768419265747
533	2.579638957977295
534	1.6174564361572266
535	1.236495018005371
536	1.16476571559906
537	4.0332136154174805
538	3.0365350246429443
539	1.3679213523864746
540	1.0785413980484009
541	0.9569274187088013
542	2.2764828205108643
543	1.6832042932510376
544	2.3014140129089355
545	0.9452286958694458
546	1.4442412853240967
547	1.6850404739379883
548	1.3326094150543213
549	1.309908390045166
550	1.5281541347503662
551	1.6652051210403442
552	1.4901227951049805
553	1.508653163909912
554	2.6351819038391113
555	2.9104490280151367
556	1.1904120445251465
557	1.7248543500900269
558	1.768884301185608
559	1.4701734781265259
560	1.460010051727295
561	1.7076058387756348
562	1.8379626274108887
563	2.2003676891326904
564	1.2243976593017578
565	2.7293124198913574
566	1.4985487461090088
567	3.0380935668945312
568	1.493947982788086
569	1.6285269260406494
570	1.1283901929855347
571	1.4569191932678223
572	3.0256049633026123
573	1.0175039768218994
574	1.3658039569854736
575	1.2401460409164429
576	0.8421489000320435
577	0.9405587911605835
578	0.7286279201507568
579	0.5565872192382812
580	0.5150530338287354
581	0.6814888119697571
582	1.4559783935546875
583	0.9022940397262573
584	2.0645389556884766
585	0.8967708945274353
586	1.3048025369644165
587	1.5599325895309448
588	1.5967581272125244
589	1.1770689487457275
590	0.6792479753494263
591	1.3120386600494385
592	2.5142107009887695
593	0.8075250387191772
594	2.6121420860290527
595	3.896751642227173
596	1.336496114730835
597	1.5982571840286255
598	2.4919021129608154
599	1.19478440284729
600	2.811098098754883
601	2.1626884937286377
602	1.2013485431671143
603	1.214172601699829
604	1.1366801261901855
605	1.9124211072921753
606	1.3692342042922974
607	2.2745180130004883
608	0.855362057685852
609	1.5350422859191895
610	1.6286413669586182
611	1.828784704208374
612	1.4150617122650146
613	1.3988573551177979
614	0.9938817024230957
615	1.2717738151550293
616	1.334915280342102
617	1.722494125366211
618	1.0539114475250244
619	1.057531476020813
620	1.318237543106079
621	2.7842020988464355
622	1.9819366931915283
623	1.6137641668319702
624	2.2752726078033447
625	1.2844090461730957
626	1.8203673362731934
627	1.5444241762161255
628	1.3361567258834839
629	2.1133532524108887
630	0.8590947389602661
631	1.7829241752624512
632	1.309751272201538
633	1.7427266836166382
634	1.629422903060913
635	1.4027068614959717
636	0.7449706792831421
637	1.323289155960083
638	1.8488624095916748
639	1.6060380935668945
640	2.0591015815734863
641	1.6174507141113281
642	1.9769690036773682
643	1.8658274412155151
644	1.2362631559371948
645	1.0695319175720215
646	2.450352191925049
647	1.0478460788726807
648	0.7094207406044006
649	0.6225595474243164
650	0.6611192226409912
651	1.0370644330978394
652	0.5755987167358398
653	0.5735189318656921
654	0.5508468747138977
655	0.7012485265731812
656	1.0076720714569092
657	0.39592915773391724
658	2.3315396308898926
659	0.553739070892334
660	2.047131061553955
661	1.394953966140747
662	1.8175482749938965
663	3.190397262573242
664	1.6296923160552979
665	0.8127200603485107
666	1.1843622922897339
667	1.6098456382751465
668	3.255476474761963
669	3.9273412227630615
670	4.6128363609313965
671	1.1279113292694092
672	2.0675289630889893
673	1.6472148895263672
674	1.314531683921814
675	2.8332371711730957
676	1.2793253660202026
677	1.1667871475219727
678	1.4774099588394165
679	1.4155118465423584
680	1.1006362438201904
681	1.2142295837402344
682	1.8123281002044678
683	1.3882129192352295
684	2.9593679904937744
685	1.2464046478271484
686	1.8090498447418213
687	2.9821133613586426
688	1.9128247499465942
689	1.2082765102386475
690	2.56746768951416
691	0.8574714660644531
692	1.3880195617675781
693	0.930217981338501
694	1.0469954013824463
695	0.7533745169639587
696	1.8316154479980469
697	0.7578005790710449
698	1.609393835067749
699	2.0056440830230713
700	1.4666751623153687
701	2.950091600418091
702	1.4000829458236694
703	0.8490045666694641
704	1.5820823907852173
705	1.377379059791565
706	1.577087640762329
707	1.619314193725586
708	2.5659561157226562
709	0.6829836368560791
710	0.9028282761573792
711	1.0034844875335693
712	1.0712289810180664
713	1.053105354309082
714	0.8516051769256592
715	1.2688237428665161
716	1.2827004194259644
717	1.6467914581298828
718	1.9681330919265747
719	2.1052117347717285
720	0.5548706650733948
721	0.6588717699050903
722	0.8366990089416504
723	0.7674799561500549
724	1.0987814664840698
725	0.44252848625183105
726	0.6692584156990051
727	0.40495041012763977
728	0.8928642868995667
729	2.137199640274048
730	0.7629749774932861
731	0.7199569940567017
732	1.644674301147461
733	1.573509931564331
734	0.8434417247772217
735	3.081737995147705
736	0.8304543495178223
737	3.086902141571045
738	0.907257080078125
739	1.2438735961914062
740	2.149117946624756
741	2.377518653869629
742	2.6277616024017334
743	1.091593623161316
744	1.3144145011901855
745	2.0023417472839355
746	1.601233959197998
747	1.1504058837890625
748	2.0448479652404785
749	1.1127089262008667
750	1.262786626815796
751	0.7762576341629028
752	1.4302334785461426
753	0.7947046756744385
754	1.090836763381958
755	1.3997092247009277
756	1.21589994430542
757	0.9639841914176941
758	1.029740333557129
759	0.9150223731994629
760	0.9348069429397583
761	1.3934807777404785
762	1.0931131839752197
763	1.9460774660110474
764	1.246628999710083
765	0.6824755072593689
766	0.6893922090530396
767	1.9683654308319092
768	1.1484088897705078
769	1.775362253189087
770	1.0697945356369019
771	1.8998897075653076
772	1.3960473537445068
773	0.797296404838562
774	1.5484576225280762
775	1.7170754671096802
776	1.4923882484436035
777	0.850982666015625
778	0.9442992806434631
779	0.945526123046875
780	1.4224125146865845
781	1.7312099933624268
782	1.786644458770752
783	1.7228894233703613
784	2.3151612281799316
785	1.9841554164886475
786	1.5591400861740112
787	0.7073427438735962
788	1.6574814319610596
789	1.0259190797805786
790	1.428877830505371
791	2.895286798477173
792	0.7351348400115967
793	0.9593857526779175
794	0.6972970962524414
795	0.5934996604919434
796	0.6480165719985962
797	0.6212664842605591
798	0.8778861165046692
799	0.6708076000213623
800	1.2964621782302856
801	0.8488073945045471
802	0.8385642766952515
803	1.9116045236587524
804	0.48995694518089294
805	2.5252952575683594
806	0.4415401220321655
807	0.6149036884307861
808	1.2838566303253174
809	0.5920714139938354
810	0.7251342535018921
811	0.6798839569091797
812	1.2289880514144897
813	1.6024773120880127
814	2.1179282665252686
815	1.675839900970459
816	1.159925937652588
817	1.539306402206421
818	1.1360328197479248
819	0.901866614818573
820	2.545576810836792
821	2.043440341949463
822	1.0351938009262085
823	2.316946029663086
824	1.8482310771942139
825	0.43903541564941406
826	1.0375168323516846
827	1.3749741315841675
828	0.7298945188522339
829	1.2278211116790771
830	1.100808024406433
831	1.0783016681671143
832	1.6994776725769043
833	0.6590311527252197
834	0.7135394215583801
835	1.5232051610946655
836	1.2753698825836182
837	1.6258795261383057
838	1.2290501594543457
839	0.7340312004089355
840	1.4541041851043701
841	0.700870156288147
842	1.6372342109680176
843	0.6061227321624756
844	1.5589059591293335
845	0.763339102268219
846	0.9840214848518372
847	1.24207603931427
848	0.9774808287620544
849	1.2414095401763916
850	1.3063955307006836
851	1.161404013633728
852	1.3012006282806396
853	1.0533983707427979
854	1.0876519680023193
855	0.7246904373168945
856	1.1407523155212402
857	2.4552130699157715
858	1.0510919094085693
859	2.060142755508423
860	0.767696738243103
861	0.9894512295722961
862	0.7982058525085449
863	1.4119411706924438
864	0.5252519249916077
865	0.3575109839439392
866	0.5204383730888367
867	0.5496982336044312
868	0.5200759172439575
869	0.36990541219711304
870	0.6475226283073425
871	0.4320107698440552
872	0.5342869162559509
873	0.5419803261756897
874	0.6082586646080017
875	0.7890990376472473
876	0.4261828064918518
877	0.46971166133880615
878	0.7679729461669922
879	0.48534637689590454
880	0.8058491945266724
881	0.9136358499526978
882	1.753204584121704
883	1.4412696361541748
884	2.441901683807373
885	2.326876401901245
886	1.4937514066696167
887	1.437308669090271
888	0.7830967903137207
889	1.75596284866333
890	0.4106128215789795
891	1.928252935409546
892	1.343698263168335
893	1.4924225807189941
894	1.176599383354187
895	0.6620250940322876
896	1.3954830169677734
897	0.7330336570739746
898	0.5997032523155212
899	0.9090394973754883
900	0.6072540879249573
901	0.8771959543228149
902	0.49225297570228577
903	1.7078408002853394
904	1.1376527547836304
905	0.5928033590316772
906	1.1180198192596436
907	1.755720853805542
908	0.9782569408416748
909	2.1538686752319336
910	1.3778431415557861
911	1.2564080953598022
912	0.997974157333374
913	0.7691832184791565
914	0.7210241556167603
915	1.282044768333435
916	1.2411878108978271
917	0.4394061863422394
918	0.5121468901634216
919	1.508178949356079
920	1.459915280342102
921	0.6439307928085327
922	2.28900146484375
923	1.2556064128875732
924	1.4709824323654175
925	0.7800191640853882
926	0.6412636041641235
927	0.7648425698280334
928	0.8014624118804932
929	0.7106327414512634
930	1.8492395877838135
931	1.3079533576965332
932	0.943106472492218
933	1.0448904037475586
934	1.2006351947784424
935	0.5962109565734863
936	0.38569721579551697
937	0.38273459672927856
938	0.39468181133270264
939	0.646586537361145
940	0.34370291233062744
941	0.2849765419960022
942	0.37344855070114136
943	0.38132017850875854
944	0.3225192725658417
945	0.32761794328689575
946	0.712056040763855
947	0.6354135274887085
948	0.74249267578125
949	0.5311740040779114
950	0.8719983100891113
951	3.432497501373291
952	3.8940250873565674
953	1.8196513652801514
954	1.2457797527313232
955	2.537323474884033
956	0.5914494395256042
957	1.1610982418060303
958	0.6268365383148193
959	0.9588261842727661
960	0.47592833638191223
961	0.7775423526763916
962	0.8606791496276855
963	0.7923921942710876
964	0.3848256468772888
965	0.6439764499664307
966	0.6127324104309082
967	1.1700518131256104
968	1.1090317964553833
969	0.49604737758636475
970	0.7351713180541992
971	1.63749361038208
972	0.4929932951927185
973	1.9213695526123047
974	0.8408998250961304
975	0.5865492820739746
976	0.7110772132873535
977	0.49917930364608765
978	0.658062219619751
979	0.3173082768917084
980	1.0626038312911987
981	0.8550852537155151
982	0.7099730372428894
983	0.5717851519584656
984	2.07291316986084
985	1.0177690982818604
986	0.9681628346443176
987	0.6257754564285278
988	0.8672495484352112
989	0.40759819746017456
990	1.5229606628417969
991	0.9296411275863647
992	1.133777141571045
993	0.7940235137939453
994	0.8667674660682678
995	0.9651440978050232
996	1.4541860818862915
997	1.1154708862304688
998	1.3490965366363525
999	0.8966234922409058
1000	1.0055663585662842
1001	0.9453321695327759
1002	0.9034838676452637
1003	1.3479801416397095
1004	0.9223912954330444
1005	0.7836336493492126
1006	1.0680725574493408
1007	1.212792992591858
1008	0.5338050127029419
1009	0.6972883939743042
1010	0.21754394471645355
1011	0.25783708691596985
1012	0.4530460238456726
1013	0.3015853762626648
1014	0.21718645095825195
1015	0.37966710329055786
1016	0.619957447052002
1017	0.3512551784515381
1018	0.16205675899982452
1019	0.17911025881767273
1020	1.3214147090911865
1021	0.1966974437236786
1022	0.8591586351394653
1023	1.7434272766113281
1024	0.47240060567855835
1025	0.500146210193634
1026	0.45965003967285156
1027	1.113201379776001
1028	2.5986733436584473
1029	0.5942680835723877
1030	0.932699978351593
1031	0.6376563310623169
1032	0.9005035161972046
1033	0.6740701198577881
1034	0.9105786681175232
1035	0.474488228559494
1036	0.4726674556732178
1037	0.7603260278701782
1038	0.4007920026779175
1039	1.1656184196472168
1040	0.6115536689758301
1041	0.6646851897239685
1042	1.3613672256469727
1043	0.47886669635772705
1044	0.7551282644271851
1045	0.8549425005912781
1046	0.46284887194633484
1047	0.3426360487937927
1048	1.4731782674789429
1049	0.5691894292831421
1050	0.5404626131057739
1051	0.34950175881385803
1052	0.9892168045043945
1053	0.589028000831604
1054	1.2941322326660156
1055	1.5466960668563843
1056	1.1567468643188477
1057	1.0459091663360596
1058	1.091137409210205
1059	0.5977530479431152
1060	0.742364764213562
1061	0.9117902517318726
1062	0.6528550386428833
1063	1.1871669292449951
1064	1.6129871606826782
1065	1.4623777866363525
1066	0.6226940751075745
1067	0.40901950001716614
1068	0.47473835945129395
1069	0.6251905560493469
1070	0.41900619864463806
1071	0.8901206254959106
1072	0.8974672555923462
1073	0.8938918709754944
1074	1.0648250579833984
1075	0.6810557246208191
1076	1.058503270149231
1077	0.981555700302124
1078	1.3805055618286133
1079	1.2976690530776978
1080	0.2906540036201477
1081	0.3541315495967865
1082	0.24051447212696075
1083	0.3135460615158081
1084	0.2532971203327179
1085	0.14881007373332977
1086	0.6004928350448608
1087	0.5550765991210938
1088	0.711696445941925
1089	0.37503260374069214
1090	0.42056554555892944
1091	0.7076594829559326
1092	0.20026177167892456
1093	0.2577071189880371
1094	0.19403256475925446
1095	0.1400691568851471
1096	0.6885554790496826
1097	0.5507054924964905
1098	1.7583006620407104
1099	0.6102104783058167
1100	0.5083584785461426
1101	0.369581937789917
1102	0.611669659614563
1103	1.4878216981887817
1104	1.3350967168807983
1105	0.7164382934570312
1106	0.6066235899925232
1107	0.8246430158615112
1108	0.1926499754190445
1109	0.8752033710479736
1110	1.3993338346481323
1111	0.8277544975280762
1112	0.5330196619033813
1113	1.2004978656768799
1114	0.9051579833030701
1115	0.5607419013977051
1116	0.507850706577301
1117	0.5598982572555542
1118	0.9796914458274841
1119	0.34811514616012573
1120	0.464402437210083
1121	0.9774463176727295
1122	0.5813297033309937
1123	0.5016562342643738
1124	0.9715042114257812
1125	0.2842499613761902
1126	0.5465473532676697
1127	0.6753848195075989
1128	0.4620760381221771
1129	0.5714486241340637
1130	1.0027613639831543
1131	0.541114091873169
1132	0.6909952163696289
1133	0.6356476545333862
1134	1.018212914466858
1135	0.6399390697479248
1136	0.9558688402175903
1137	0.6889137029647827
1138	0.47434455156326294
1139	1.2036954164505005
1140	0.3373045325279236
1141	1.8274580240249634
1142	0.3895869553089142
1143	0.37059682607650757
1144	0.7755860090255737
1145	0.6794683933258057
1146	0.7625809907913208
1147	0.4687367081642151
1148	0.4121982157230377
1149	0.25978824496269226
1150	0.4878252148628235
1151	0.4225441813468933
1152	0.3342614769935608
1153	0.13607867062091827
1154	0.08249877393245697
1155	0.15739616751670837
1156	0.11037999391555786
1157	0.11765477061271667
1158	0.2693019509315491
1159	0.19040712714195251
1160	0.11241119354963303
1161	0.2635592818260193
1162	0.08019991964101791
1163	2.084653854370117
1164	0.17106321454048157
1165	0.4587543308734894
1166	0.6093786358833313
1167	0.17684753239154816
1168	0.3623550236225128
1169	0.47765102982521057
1170	1.031805396080017
1171	0.2864835858345032
1172	1.0318063497543335
1173	0.3855189085006714
1174	0.285228967666626
1175	0.6525676250457764
1176	1.3473331928253174
1177	0.7558176517486572
1178	0.22292880713939667
1179	0.8488076329231262
1180	0.4556722044944763
1181	0.37671801447868347
1182	0.35003188252449036
1183	0.4557584822177887
1184	0.7755248546600342
1185	0.3787792921066284
1186	0.3461361527442932
1187	0.4904990792274475
1188	0.5029860138893127
1189	0.4342474937438965
1190	0.9272028207778931
1191	0.6386282444000244
1192	0.19989743828773499
1193	0.7035168409347534
1194	0.5447346568107605
1195	0.5392246246337891
1196	0.457449734210968
1197	0.9571917653083801
1198	0.3147026300430298
1199	0.3450692296028137
1200	0.21550413966178894
1201	0.30413782596588135
1202	0.6046406626701355
1203	0.373873233795166
1204	0.6846153140068054
1205	0.5312817692756653
1206	0.30011576414108276
1207	0.4696412682533264
1208	1.1686102151870728
1209	0.1718229055404663
1210	0.7290819883346558
1211	0.2837408781051636
1212	0.510421633720398
1213	0.12994244694709778
1214	0.5785096883773804
1215	0.29857882857322693
1216	0.25650086998939514
1217	0.6779186725616455
1218	0.37135350704193115
1219	0.650501012802124
1220	1.299726963043213
1221	0.7454043030738831
1222	0.11148080974817276
1223	0.2775203287601471
1224	0.10409504175186157
1225	0.22409763932228088
1226	0.2230796366930008
1227	0.2462959736585617
1228	0.22138258814811707
1229	0.5877763628959656
1230	0.1331653743982315
1231	0.14589668810367584
1232	0.11373062431812286
1233	0.2850166857242584
1234	0.14553461968898773
1235	0.08954355120658875
1236	0.5378461480140686
1237	0.11384045332670212
1238	0.3671470284461975
1239	0.7149848341941833
1240	0.9893358945846558
1241	0.8828662633895874
1242	0.1521146297454834
1243	0.17143794894218445
1244	0.8196213841438293
1245	0.4163566827774048
1246	0.39730554819107056
1247	0.6837698221206665
1248	0.5682495832443237
1249	0.23572656512260437
1250	0.21018818020820618
1251	0.6671026945114136
1252	0.14611601829528809
1253	0.48912903666496277
1254	0.3860964775085449
1255	0.7703951001167297
1256	0.26065143942832947
1257	0.3153233528137207
1258	0.4262169897556305
1259	0.9046767950057983
1260	0.1502229869365692
1261	0.12572826445102692
1262	0.2236289083957672
1263	0.17501890659332275
1264	0.4249687194824219
1265	0.15004809200763702
1266	0.4249323010444641
1267	0.20168498158454895
1268	0.1795375794172287
1269	0.6806035041809082
1270	0.2841792702674866
1271	1.0498064756393433
1272	0.1631733477115631
1273	1.2719653844833374
