step	balanced_accuracy
0	0.012618070468306541
1	0.22906836867332458
2	0.06794407218694687
3	0.053950779139995575
4	0.2546885013580322
5	0.15854904055595398
6	0.08997909724712372
7	0.13521115481853485
8	0.11407946050167084
9	0.07983896136283875
10	0.10526955872774124
11	0.0643862634897232
12	0.14180776476860046
13	0.16849388182163239
14	0.16533082723617554
15	0.07004734128713608
16	0.1311834752559662
17	0.1794731765985489
18	0.12699978053569794
19	0.11685965955257416
20	0.15145404636859894
21	0.1063348799943924
22	0.1224314495921135
23	0.06121572479605675
24	0.0160965658724308
25	0.22559580206871033
26	0.06121572479605675
27	0.2126697599887848
28	0.06121572479605675
29	0.07731229066848755
30	0.0321931317448616
31	0.0321931317448616
32	0.19315877556800842
33	0.08266541361808777
34	0.15657567977905273
35	0.0160965658724308
36	0.0160965658724308
37	0.018787790089845657
38	0.2525922656059265
39	0.1832531988620758
40	0.0916265994310379
41	0.1238197311758995
42	0.0321931317448616
43	0.0321931317448616
44	0.24876509606838226
45	0.09657939523458481
46	0.12438254058361053
47	0.0321931317448616
48	0.47409218549728394
49	0.1514168381690979
50	0.050472281873226166
51	0.36362701654434204
52	0.19791007041931152
53	0.21400663256645203
54	0.1218172162771225
55	0.1953447461128235
56	0.08962409198284149
57	0.105720654129982
58	0.0643862634897232
59	0.1218172162771225
60	0.1593928039073944
61	0.08266541361808777
62	0.08266541361808777
63	0.17498071491718292
64	0.4113538861274719
65	0.15408799052238464
66	0.2601866126060486
67	0.048289697617292404
68	0.18577247858047485
69	0.10526955872774124
70	0.08535663783550262
71	0.03433934226632118
72	0.06976871192455292
73	0.0321931317448616
74	0.12074963748455048
75	0.13684619963169098
76	0.09927061945199966
77	0.1387786865234375
78	0.15619125962257385
79	0.15922033786773682
80	0.18490588665008545
81	0.1437864601612091
82	0.2036936730146408
83	0.16505220532417297
84	0.17568422853946686
85	0.1564045399427414
86	0.22055959701538086
87	0.19525930285453796
88	0.11754976212978363
89	0.11804167926311493
90	0.1358289122581482
91	0.17774951457977295
92	0.25317931175231934
93	0.15230008959770203
94	0.1949806660413742
95	0.12224210798740387
96	0.22180643677711487
97	0.2910664975643158
98	0.18016329407691956
99	0.09062296152114868
100	0.23171819746494293
101	0.22059011459350586
102	0.22872912883758545
103	0.19694997370243073
104	0.2980263829231262
105	0.17122192680835724
106	0.1385280191898346
107	0.08586527407169342
108	0.06656885147094727
109	0.40308457612991333
110	0.24627739191055298
111	0.17879483103752136
112	0.2938842177391052
113	0.28182482719421387
114	0.11754976958036423
115	0.20331460237503052
116	0.40495800971984863
117	0.4093513786792755
118	0.40495800971984863
119	0.1218172162771225
120	0.13195735216140747
121	0.18889470398426056
122	0.0643862634897232
123	0.11267595738172531
124	0.3288651704788208
125	0.29936328530311584
126	0.4739612340927124
127	0.3633667826652527
128	0.43060559034347534
129	0.23795545101165771
130	0.2078063189983368
131	0.24154958128929138
132	0.2848285436630249
133	0.20638659596443176
134	0.1378941833972931
135	0.33376544713974
136	0.36710381507873535
137	0.28516897559165955
138	0.4131302535533905
139	0.1881880760192871
140	0.2951960563659668
141	0.2547765374183655
142	0.10996682941913605
143	0.11509499698877335
144	0.06515562534332275
145	0.11754976958036423
146	0.09734875708818436
147	0.21242058277130127
148	0.2451743185520172
149	0.13712483644485474
150	0.2036283314228058
151	0.2624328136444092
152	0.24761545658111572
153	0.16426491737365723
154	0.29060202836990356
155	0.2377254068851471
156	0.17053179442882538
157	0.28077733516693115
158	0.2663570046424866
159	0.16183224320411682
160	0.0949680358171463
161	0.28274160623550415
162	0.15790432691574097
163	0.29971209168434143
164	0.3224576413631439
165	0.2308916449546814
166	0.08917298913002014
167	0.14604364335536957
168	0.554915726184845
169	0.3363916873931885
170	0.11920362710952759
171	0.2757793068885803
172	0.2040315419435501
173	0.12994706630706787
174	0.22532710433006287
175	0.2070479542016983
176	0.31608372926712036
177	0.643413782119751
178	0.254540354013443
179	0.2573281526565552
180	0.1893443763256073
181	0.4614434242248535
182	0.18812493979930878
183	0.3656422793865204
184	0.40387725830078125
185	0.43735939264297485
186	0.21916766464710236
187	0.2637808620929718
188	0.2973889112472534
189	0.061121050268411636
190	0.05601605027914047
191	0.048289697617292404
192	0.38425731658935547
193	0.5990961194038391
194	0.21668803691864014
195	0.12954188883304596
196	0.3707611560821533
197	0.276712566614151
198	0.22165483236312866
199	0.3635959029197693
200	0.6032530069351196
201	0.3305586278438568
202	0.12020418047904968
203	0.2202821671962738
204	0.3878314793109894
205	0.49458378553390503
206	0.3162274956703186
207	0.24617202579975128
208	0.3645189106464386
209	0.20142902433872223
210	0.1091974675655365
211	0.2670919895172119
212	0.2381751835346222
213	0.20014983415603638
214	0.20290639996528625
215	0.2660694420337677
216	0.23212969303131104
217	0.18087013065814972
218	0.15860384702682495
219	0.21227598190307617
220	0.2206282913684845
221	0.18831902742385864
222	0.2905595302581787
223	0.2313424050807953
224	0.14350783824920654
225	0.2721272110939026
226	0.11727114021778107
227	0.19838929176330566
228	0.1800922304391861
229	0.2328622192144394
230	0.26044410467147827
231	0.16839665174484253
232	0.3198321759700775
233	0.28802961111068726
234	0.34885478019714355
235	0.26708388328552246
236	0.20186904072761536
237	0.4302217960357666
238	0.24213585257530212
239	0.40684303641319275
240	0.2506224811077118
241	0.27560561895370483
242	0.2616153657436371
243	0.4573342204093933
244	0.14199864864349365
245	0.3567729592323303
246	0.2606160044670105
247	0.24859276413917542
248	0.436215341091156
249	0.18270540237426758
250	0.3481150269508362
251	0.43063074350357056
252	0.2305922508239746
253	0.4687066972255707
254	0.24137118458747864
255	0.29570472240448
256	0.29444289207458496
257	0.5878066420555115
258	0.3687102198600769
259	0.4618538022041321
260	0.35130929946899414
261	0.17006033658981323
262	0.4915665090084076
263	0.400715708732605
264	0.35682186484336853
265	0.49183589220046997
266	0.19059628248214722
267	0.4564402997493744
268	0.11219664663076401
269	0.20769339799880981
270	0.41883909702301025
271	0.1327238380908966
272	0.2694769501686096
273	0.44523492455482483
274	0.1588824838399887
275	0.2036953568458557
276	0.27206704020500183
277	0.2909638285636902
278	0.21900466084480286
279	0.36267977952957153
280	0.16770660877227783
281	0.26340317726135254
282	0.42457520961761475
283	0.4695592522621155
284	0.42605429887771606
285	0.20103177428245544
286	0.5545032024383545
287	0.10133852064609528
288	0.21683546900749207
289	0.15215550363063812
290	0.24965336918830872
291	0.12450675666332245
292	0.17570096254348755
293	0.19796724617481232
294	0.23603472113609314
295	0.1608835756778717
296	0.07969556003808975
297	0.2387913167476654
298	0.1891157478094101
299	0.09514826536178589
300	0.3005276620388031
301	0.21796561777591705
302	0.18490588665008545
303	0.3613242506980896
304	0.20803877711296082
305	0.27954551577568054
306	0.5058537721633911
307	0.2905994653701782
308	0.33337217569351196
309	0.25168681144714355
310	0.37248456478118896
311	0.36521267890930176
312	0.2859390079975128
313	0.43549844622612
314	0.5551313757896423
315	0.6848739385604858
316	0.46504828333854675
317	0.3327506482601166
318	0.5573348999023438
319	0.594733476638794
320	0.325938880443573
321	0.3239162564277649
322	0.31121718883514404
323	0.26732200384140015
324	0.12074963748455048
325	0.3986372649669647
326	0.2690838575363159
327	0.28042274713516235
328	0.3828743100166321
329	0.15670157968997955
330	0.0643862634897232
331	0.3221619725227356
332	0.4629448652267456
333	0.38472527265548706
334	0.2707377076148987
335	0.30848947167396545
336	0.389299213886261
337	0.30709028244018555
338	0.39921796321868896
339	0.5247529745101929
340	0.4000328779220581
341	0.13223311305046082
342	0.10620969533920288
343	0.6055230498313904
344	0.41836750507354736
345	0.24172063171863556
346	0.3526526689529419
347	0.2596918046474457
348	0.37373483180999756
349	0.340389609336853
350	0.1880878508090973
351	0.2559358477592468
352	0.48864662647247314
353	0.225693941116333
354	0.6850879192352295
355	0.4961150288581848
356	0.4186829626560211
357	0.281064510345459
358	0.43668293952941895
359	0.338952898979187
360	0.2388884723186493
361	0.12550731003284454
362	0.15443523228168488
363	0.2232033908367157
364	0.17053180932998657
365	0.1524341106414795
366	0.19079697132110596
367	0.30636072158813477
368	0.2379341721534729
369	0.178044855594635
370	0.5017299056053162
371	0.2602004408836365
372	0.2597097158432007
373	0.31605637073516846
374	0.242903932929039
375	0.3234342336654663
376	0.3018117845058441
377	0.4065812826156616
378	0.30599427223205566
379	0.5128318667411804
380	0.33959460258483887
381	0.6978563666343689
382	0.39269548654556274
383	0.532146155834198
384	0.46851375699043274
385	0.3553333580493927
386	0.5133832693099976
387	0.24933648109436035
388	0.4157896339893341
389	0.4347262978553772
390	0.4500730037689209
391	0.7662829160690308
392	0.6692996025085449
393	0.8866931200027466
394	0.7047372460365295
395	0.4955250918865204
396	0.4612806439399719
397	0.37592756748199463
398	0.6735798120498657
399	0.35211241245269775
400	0.46025514602661133
401	0.28084903955459595
402	0.5827369689941406
403	0.24429833889007568
404	0.5531540513038635
405	0.427267849445343
406	0.378917396068573
407	0.5761581659317017
408	0.6217846274375916
409	0.32234203815460205
410	0.439262330532074
411	0.628620982170105
412	0.5157597064971924
413	0.6080808639526367
414	0.6622430086135864
415	0.44000911712646484
416	0.723336935043335
417	0.18697282671928406
418	0.26804494857788086
419	0.38759320974349976
420	0.7400316596031189
421	0.4828230142593384
422	0.31342101097106934
423	0.157469242811203
424	0.15461671352386475
425	0.3377261161804199
426	0.465325266122818
427	0.419884592294693
428	0.32769516110420227
429	0.2704758048057556
430	0.2809906005859375
431	0.3323485851287842
432	0.18136203289031982
433	0.18981149792671204
434	0.2051849663257599
435	0.255314439535141
436	0.14350783824920654
437	0.20631955564022064
438	0.1447870135307312
439	0.27416759729385376
440	0.3293171226978302
441	0.22241611778736115
442	0.20828886330127716
443	0.3532550632953644
444	0.19773724675178528
445	0.22682654857635498
446	0.30466756224632263
447	0.25375211238861084
448	0.2918774485588074
449	0.20304980874061584
450	0.6298041343688965
451	0.3305281102657318
452	0.36679577827453613
453	0.6178803443908691
454	0.31734225153923035
455	0.21255463361740112
456	0.531753659248352
457	0.24630606174468994
458	0.268218457698822
459	0.3914681077003479
460	0.2337835431098938
461	0.3039199411869049
462	0.5014472603797913
463	0.31072166562080383
464	0.4721681475639343
465	0.6125349998474121
466	0.33517611026763916
467	0.7736513614654541
468	0.8789072036743164
469	0.7622050046920776
470	0.5661839246749878
471	0.3460058569908142
472	0.4083627462387085
473	0.4253131151199341
474	0.498914510011673
475	0.33168232440948486
476	0.5078533887863159
477	0.817899227142334
478	0.17470040917396545
479	0.4437602460384369
480	0.3998383581638336
481	0.5086351037025452
482	0.5631808042526245
483	0.5388072729110718
484	0.4405953884124756
485	0.2882078289985657
486	0.6005252599716187
487	0.5336024165153503
488	0.2686726152896881
489	0.6453237533569336
490	0.540708065032959
491	0.43302467465400696
492	0.46825236082077026
493	0.47043323516845703
494	0.22694259881973267
495	0.5232707262039185
496	0.5725031495094299
497	0.465588241815567
498	0.30347418785095215
499	0.7331759929656982
500	0.40168297290802
501	0.6884245872497559
502	0.6618385314941406
503	0.530105471611023
504	0.1935947984457016
505	0.20286840200424194
506	0.2503340244293213
507	0.22295328974723816
508	0.15960440039634705
509	0.3454854488372803
510	0.3653559386730194
511	0.29364049434661865
512	0.24226981401443481
513	0.36264926195144653
514	0.39550936222076416
515	0.3946797251701355
516	0.28625690937042236
517	0.2557176649570465
518	0.36259007453918457
519	0.6613149642944336
520	0.36327797174453735
521	0.3177012801170349
522	0.5829288959503174
523	0.4852900803089142
524	0.608320951461792
525	0.557604193687439
526	0.314364492893219
527	0.8590520024299622
528	0.46749112010002136
529	0.40979307889938354
530	0.2993631660938263
531	0.7238792181015015
532	0.26741817593574524
533	0.6684155464172363
534	0.3195549547672272
535	0.7156630754470825
536	0.49073028564453125
537	0.7503621578216553
538	0.7531849145889282
539	0.6468067765235901
540	0.7963579297065735
541	0.4092921018600464
542	0.3310711979866028
543	0.4718489646911621
544	0.7192742824554443
545	0.6052858829498291
546	0.535210371017456
547	0.2587410509586334
548	0.3031809329986572
549	0.6865063309669495
550	0.17760491371154785
551	0.3563602566719055
552	0.573488712310791
553	0.5302651524543762
554	0.39006298780441284
555	0.597034752368927
556	0.31915271282196045
557	0.4388446807861328
558	0.43181872367858887
559	0.7447223663330078
560	0.31681546568870544
561	0.40460294485092163
562	0.7047858238220215
563	0.6340776681900024
564	0.5700775384902954
565	0.2334088832139969
566	0.432411789894104
567	0.5621724128723145
568	0.35559093952178955
569	0.37979018688201904
570	0.6711018681526184
571	0.7017489671707153
572	0.539300262928009
573	0.3311386704444885
574	0.4261038303375244
575	0.1760644018650055
576	0.27222564816474915
577	0.27409279346466064
578	0.23327365517616272
579	0.3105979263782501
580	0.3150675892829895
581	0.37652328610420227
582	0.32489722967147827
583	0.41100433468818665
584	0.2277286797761917
585	0.524551272392273
586	0.3474622368812561
587	0.3140490651130676
588	0.2181777060031891
589	0.47596365213394165
590	0.2335568070411682
591	0.23954178392887115
592	0.45996952056884766
593	0.24196380376815796
594	0.364793598651886
595	0.5285727977752686
596	0.5244119167327881
597	0.6558867692947388
598	0.5193159580230713
599	0.49517929553985596
600	0.18739771842956543
601	0.6670427322387695
602	0.5164700746536255
603	0.8254403471946716
604	0.46810752153396606
605	0.7347327470779419
606	0.685611367225647
607	0.19335415959358215
608	0.6483157873153687
609	0.7915581464767456
610	0.5997761487960815
611	0.7437390089035034
612	0.9926029443740845
613	0.7805137634277344
614	0.450880229473114
615	0.6850332021713257
616	0.8319460153579712
617	0.49737152457237244
618	0.5125595927238464
619	0.5023319125175476
620	0.8104977011680603
621	0.4040244221687317
622	0.4943062365055084
623	0.733059287071228
624	0.6441126465797424
625	0.5985991954803467
626	0.2075566053390503
627	0.282745361328125
628	0.5191056728363037
629	0.4839664697647095
630	0.42722171545028687
631	0.5070002675056458
632	1.0666933059692383
633	0.5121223330497742
634	0.5470395684242249
635	0.5428066849708557
636	0.6133403182029724
637	0.6634092330932617
638	0.3839350938796997
639	0.6709898114204407
640	0.8575753569602966
641	0.6752216815948486
642	0.4127705991268158
643	0.5272377133369446
644	0.6273391246795654
645	0.35920512676239014
646	0.6624329686164856
647	0.6675992608070374
648	0.27867281436920166
649	0.34626954793930054
650	0.32368791103363037
651	0.32341980934143066
652	0.45356306433677673
653	0.31303906440734863
654	0.5681098699569702
655	0.21486052870750427
656	0.30810117721557617
657	0.2936074137687683
658	0.33001160621643066
659	0.4025348424911499
660	0.3750115633010864
661	0.5609789490699768
662	0.4981619119644165
663	0.5271198749542236
664	0.2972294092178345
665	0.5593289732933044
666	0.44257408380508423
667	0.534157395362854
668	0.5772820711135864
669	0.5258304476737976
670	0.678678035736084
671	0.3568888306617737
672	0.6104903221130371
673	0.7143603563308716
674	0.5449792146682739
675	0.8960245847702026
676	0.6148707866668701
677	0.6649528741836548
678	0.4166371822357178
679	0.4345008134841919
680	0.5859367847442627
681	0.7967554330825806
682	0.6703799366950989
683	0.6108319759368896
684	0.6809649467468262
685	0.38949549198150635
686	0.2813194990158081
687	0.5260903239250183
688	0.6330996155738831
689	0.9207217693328857
690	0.5761667490005493
691	0.8949963450431824
692	0.4955585300922394
693	0.5750818252563477
694	0.8709005117416382
695	0.7754159569740295
696	0.7508677244186401
697	0.5049910545349121
698	0.633172869682312
699	0.8060470223426819
700	0.5615730285644531
701	0.6459382772445679
702	0.9988617897033691
703	1.0076990127563477
704	0.48144960403442383
705	0.5624803900718689
706	0.6030521392822266
707	0.7799537181854248
708	0.4436773657798767
709	0.5249189734458923
710	0.7612372636795044
711	1.050050973892212
712	0.703826904296875
713	0.7373474836349487
714	0.22156016528606415
715	0.5750599503517151
716	0.4447259306907654
717	0.611789345741272
718	0.5690968036651611
719	0.6698322892189026
720	0.3082277774810791
721	0.42886024713516235
722	0.32187265157699585
723	0.25675493478775024
724	0.405746191740036
725	0.3324895203113556
726	0.42598026990890503
727	0.47816795110702515
728	0.5953476428985596
729	0.3553915023803711
730	0.30221569538116455
731	0.43209075927734375
732	0.4700450301170349
733	0.354573130607605
734	0.39277446269989014
735	0.44424763321876526
736	0.5057498216629028
737	0.34266647696495056
738	0.42717933654785156
739	0.5106167793273926
740	1.012427806854248
741	0.7593923807144165
742	0.6752623319625854
743	0.6776658296585083
744	0.40694674849510193
745	0.49912524223327637
746	0.2639526426792145
747	0.5457040071487427
748	0.49460533261299133
749	0.6065110564231873
750	0.6170690655708313
751	0.3925343155860901
752	0.4121788740158081
753	0.6169466972351074
754	0.6009948253631592
755	0.7384016513824463
756	0.5600208044052124
757	0.5190914273262024
758	0.6223804354667664
759	0.6882815361022949
760	0.5482490062713623
761	0.39157915115356445
762	0.8664413690567017
763	1.1640160083770752
764	0.5872626304626465
765	0.5225158333778381
766	0.501502275466919
767	0.6514678001403809
768	0.6812992095947266
769	0.6034328937530518
770	0.501450777053833
771	0.611484706401825
772	0.6807389259338379
773	0.7460448741912842
774	1.0605995655059814
775	0.5516279935836792
776	0.6710314750671387
777	0.5599526166915894
778	0.6928838491439819
779	0.4032725989818573
780	0.5983784198760986
781	0.45441383123397827
782	0.5100158452987671
783	0.35086220502853394
784	0.5606584548950195
785	1.0072377920150757
786	0.5560393333435059
787	0.7787533402442932
788	0.5295320749282837
789	0.401480108499527
790	0.42672979831695557
791	0.9715381860733032
792	0.36694246530532837
793	0.42604443430900574
794	0.267351895570755
795	0.27752885222435
796	0.27315640449523926
797	0.29787445068359375
798	0.6588377952575684
799	0.46319276094436646
800	0.5084404945373535
801	0.4378752112388611
802	0.7524315118789673
803	0.6245688199996948
804	0.37812113761901855
805	0.5197617411613464
806	0.6568170785903931
807	0.5780930519104004
808	0.6390606760978699
809	0.8498992919921875
810	0.7133850455284119
811	0.43347877264022827
812	0.849044919013977
813	0.5945435762405396
814	0.822842538356781
815	0.740170955657959
816	0.46127772331237793
817	0.551559329032898
818	0.6091744899749756
819	0.9553190469741821
820	0.4823305010795593
821	0.31497037410736084
822	0.8161634802818298
823	0.5953495502471924
824	0.4452969431877136
825	0.5110116004943848
826	0.9890559315681458
827	0.49888360500335693
828	0.5785662531852722
829	1.1869550943374634
830	0.5928282141685486
831	0.5029563903808594
832	1.0139291286468506
833	0.6870927810668945
834	0.6760312914848328
835	0.44924435019493103
836	0.7201777696609497
837	0.4447024464607239
838	1.0018551349639893
839	0.7530589699745178
840	0.671810507774353
841	0.5890367031097412
842	0.5959316492080688
843	0.5330810546875
844	0.4423440098762512
845	0.8185563087463379
846	0.822921097278595
847	0.5129923820495605
848	0.5211383700370789
849	0.5190215706825256
850	0.5066030025482178
851	0.6732178926467896
852	0.7513912320137024
853	0.5924333333969116
854	0.7634705305099487
855	0.611076831817627
856	1.1298828125
857	0.5337734818458557
858	0.5742515325546265
859	0.6003435254096985
860	0.6359115242958069
861	0.5324468612670898
862	0.47903764247894287
863	0.34594470262527466
864	0.3428429365158081
865	0.37682396173477173
866	0.2749810218811035
867	0.335083544254303
868	0.3658964931964874
869	0.47676974534988403
870	0.47351065278053284
871	0.6070683598518372
872	0.4940321445465088
873	0.4956790804862976
874	0.4623163342475891
875	0.3211875557899475
876	0.5675232410430908
877	0.3760495185852051
878	0.8850088119506836
879	0.6995593905448914
880	0.43583664298057556
881	0.5435057282447815
882	0.31020641326904297
883	0.7868862152099609
884	0.5712476968765259
885	0.6886802315711975
886	0.8930408954620361
887	0.6271406412124634
888	0.6521468162536621
889	0.5456538200378418
890	0.7962663769721985
891	0.645759105682373
892	0.34211158752441406
893	0.8421661257743835
894	0.5804593563079834
895	0.4390677213668823
896	0.7367804050445557
897	0.5193670988082886
898	0.485394686460495
899	0.963276743888855
900	0.4546937346458435
901	0.5132039785385132
902	0.8766742944717407
903	0.8902704119682312
904	0.5176013708114624
905	0.5900696516036987
906	0.668525218963623
907	0.94880211353302
908	0.4855661392211914
909	0.5482963919639587
910	0.6223970055580139
911	0.4508604407310486
912	0.6771658658981323
913	0.5817927122116089
914	0.6889282464981079
915	0.8734099864959717
916	0.6449002027511597
917	0.7475394606590271
918	0.5917407870292664
919	0.5519996285438538
920	0.4393679201602936
921	0.5520889759063721
922	0.6427414417266846
923	0.31273800134658813
924	0.8892490863800049
925	0.5515249967575073
926	0.9135550260543823
927	0.905278742313385
928	0.7102193236351013
929	1.108654260635376
930	0.896999716758728
931	0.6775311231613159
932	0.7473803758621216
933	0.5646604299545288
934	0.7158098220825195
935	0.3724291920661926
936	0.2715025246143341
937	0.32244664430618286
938	0.2690245807170868
939	0.49861785769462585
940	0.31499773263931274
941	0.35868948698043823
942	0.6125254034996033
943	0.3583422005176544
944	0.6799018979072571
945	0.48714113235473633
946	0.5041943788528442
947	0.4262956380844116
948	0.523321807384491
949	0.5178799629211426
950	0.5504000782966614
951	0.5633412003517151
952	0.5331957936286926
953	0.852420449256897
954	0.48133885860443115
955	0.5432230234146118
956	0.9161959886550903
957	0.723564624786377
958	0.6230520009994507
959	1.3315670490264893
960	0.9146170616149902
961	0.8549039363861084
962	0.6695303320884705
963	0.539578914642334
