step	balanced_accuracy
964	0.46198534965515137
965	0.5679105520248413
966	1.0076587200164795
967	0.865536093711853
968	0.6710978746414185
969	0.6671662330627441
970	0.7148884534835815
971	0.512420654296875
972	0.7023100256919861
973	0.5128029584884644
974	1.0617293119430542
975	0.6802849769592285
976	0.799527645111084
977	0.8654742240905762
978	1.092280387878418
979	0.5888320207595825
980	0.4739677906036377
981	0.682820200920105
982	0.7422360181808472
983	0.7719913721084595
984	0.9154819250106812
985	0.7528177499771118
986	0.5459800958633423
987	0.614810049533844
988	0.7911584377288818
989	0.9945275783538818
990	1.135674238204956
991	0.4824064373970032
992	0.6455197334289551
993	0.6308926343917847
994	0.5949665904045105
995	0.8435867428779602
996	0.8281623721122742
997	0.613378643989563
998	0.9472271203994751
999	0.7733410596847534
1000	0.5299512147903442
1001	1.0092158317565918
1002	0.8576672077178955
1003	0.5360845327377319
1004	0.4333900809288025
1005	0.7497536540031433
1006	0.7372022867202759
1007	0.5908979177474976
1008	0.3700651228427887
1009	0.28774821758270264
1010	0.3953012526035309
1011	0.3181628882884979
1012	0.29332995414733887
1013	0.44173896312713623
1014	0.3983409106731415
1015	0.6067854166030884
1016	0.6501442193984985
1017	0.4102170765399933
1018	0.5497125387191772
1019	0.6617456674575806
1020	0.4869239926338196
1021	0.6021207571029663
1022	0.49181532859802246
1023	0.6827056407928467
1024	0.9887587428092957
1025	0.7433032393455505
1026	0.5820815563201904
1027	1.088870644569397
1028	0.6358088254928589
1029	0.889778733253479
1030	0.5757791996002197
1031	0.9695736765861511
1032	0.7876502275466919
1033	0.5954200029373169
1034	0.8746857047080994
1035	0.6302747130393982
1036	1.087275743484497
1037	0.833556056022644
1038	0.786791205406189
1039	0.8921297788619995
1040	0.5819379091262817
1041	0.8848179578781128
1042	0.7548254132270813
1043	0.9866788387298584
1044	0.8064509034156799
1045	0.8090223073959351
1046	0.7385441064834595
1047	0.849177896976471
1048	0.9819762706756592
1049	1.0054821968078613
1050	0.5972884297370911
1051	0.6384611129760742
1052	0.5363644361495972
1053	0.6008651852607727
1054	0.9536612033843994
1055	0.975410521030426
1056	0.9318095445632935
1057	0.6384882926940918
1058	0.9118970036506653
1059	1.1239573955535889
1060	0.968606173992157
1061	0.7914153337478638
1062	0.7031275033950806
1063	0.8226059079170227
1064	0.5457981824874878
1065	0.5825667381286621
1066	0.7511081695556641
1067	0.9405155777931213
1068	0.4758925437927246
1069	0.5691535472869873
1070	0.7634680271148682
1071	1.105443000793457
1072	0.7542601823806763
1073	1.00314199924469
1074	0.6710102558135986
1075	0.6010410785675049
1076	0.6319363117218018
1077	0.8287763595581055
1078	0.4407719373703003
1079	1.0518168210983276
1080	0.39022931456565857
1081	0.29426074028015137
1082	0.3202199935913086
1083	0.43742576241493225
1084	0.44896402955055237
1085	0.5750686526298523
1086	0.5074673891067505
1087	0.5103510618209839
1088	0.40701600909233093
1089	0.39144688844680786
1090	0.7881016135215759
1091	0.5297157764434814
1092	0.6575958728790283
1093	0.5373621582984924
1094	0.530633807182312
1095	0.5762056708335876
1096	0.7899320125579834
1097	0.7277982234954834
1098	0.76078861951828
1099	0.6689821481704712
1100	0.7673147916793823
1101	0.794586181640625
1102	0.9835050106048584
1103	0.7695533037185669
1104	0.7688412666320801
1105	0.8249678611755371
1106	0.6931743621826172
1107	0.9287744164466858
1108	1.2869746685028076
1109	1.0608704090118408
1110	0.5688287019729614
1111	0.9755305051803589
1112	0.8592492341995239
1113	1.0570216178894043
1114	0.5591856837272644
1115	1.3151423931121826
1116	0.7376416921615601
1117	1.0694169998168945
1118	0.6960077285766602
1119	0.6953948140144348
1120	0.7855304479598999
1121	0.6410893201828003
1122	0.880023717880249
1123	0.5925307273864746
1124	0.7685750722885132
1125	0.8988304734230042
1126	0.8696308135986328
1127	0.7465194463729858
1128	0.9007503986358643
1129	0.9444828033447266
1130	0.9514635801315308
1131	0.8080053925514221
1132	0.9685720205307007
1133	0.9095817804336548
1134	0.6766242384910583
1135	0.9226986169815063
1136	0.987690806388855
1137	0.9454706907272339
1138	1.069787859916687
1139	0.7744753360748291
1140	0.6373289227485657
1141	1.0225335359573364
1142	0.8898906707763672
1143	0.8435555696487427
1144	0.8596644401550293
1145	0.7934117317199707
1146	0.6825665235519409
1147	0.762503981590271
1148	0.5995782613754272
1149	0.8284144401550293
1150	0.9268212914466858
1151	0.87223219871521
1152	0.45941832661628723
1153	0.3807244896888733
1154	0.5209290981292725
1155	0.4629952311515808
1156	0.5476438403129578
1157	0.5538327693939209
1158	0.5894671678543091
1159	0.47238489985466003
1160	0.47403615713119507
1161	0.7091838717460632
1162	0.6054978966712952
1163	0.5086276531219482
1164	0.6570330858230591
1165	0.9231467843055725
1166	0.7207112908363342
1167	0.7327350378036499
1168	0.977035641670227
1169	0.5780893564224243
1170	0.6487658619880676
1171	0.7204843759536743
1172	1.2218518257141113
1173	1.0181002616882324
1174	0.9248647093772888
1175	1.134914517402649
1176	0.912795901298523
1177	0.7414789199829102
1178	0.8161104321479797
1179	0.6992888450622559
1180	0.8382114171981812
1181	0.8094456195831299
1182	1.0301623344421387
1183	0.8932303190231323
1184	0.615180492401123
1185	0.864889919757843
1186	1.0587693452835083
1187	0.6031893491744995
1188	0.9610241651535034
1189	0.817051351070404
1190	0.5110238194465637
1191	0.9907897710800171
1192	0.9232605695724487
1193	0.870479941368103
1194	0.8469462394714355
1195	0.9441255331039429
1196	1.0486781597137451
1197	0.8870483636856079
1198	1.0776197910308838
1199	0.835068941116333
1200	1.005845308303833
1201	1.0174365043640137
1202	1.294358730316162
1203	0.8850890398025513
1204	1.0819966793060303
1205	0.7256584167480469
1206	1.2654073238372803
1207	0.5682411789894104
1208	0.398489773273468
1209	0.673261284828186
1210	0.7291573882102966
1211	0.9917346835136414
1212	0.6472035646438599
1213	0.6058943271636963
1214	0.6700387597084045
1215	1.1093558073043823
1216	0.6134442687034607
1217	0.9163772463798523
1218	0.895041286945343
1219	0.556552529335022
1220	0.5492250919342041
1221	0.8764511346817017
1222	1.3466657400131226
1223	0.7629750967025757
1224	0.5466052889823914
1225	0.5295449495315552
1226	0.5049159526824951
1227	0.4074605405330658
1228	0.44469818472862244
1229	0.4529711604118347
1230	0.37572619318962097
1231	0.7242119312286377
1232	0.7169519066810608
1233	0.648668646812439
1234	0.575588047504425
1235	0.6673152446746826
1236	0.5473164916038513
1237	0.6429015398025513
1238	0.6550675630569458
1239	0.8103551864624023
1240	0.7370611429214478
1241	0.7949396371841431
1242	0.6093687415122986
1243	0.8135145306587219
1244	1.0835216045379639
1245	0.9143511056900024
1246	0.9783551692962646
1247	0.6938132047653198
1248	1.5029666423797607
1249	0.8994353413581848
1250	1.1132729053497314
1251	1.1926884651184082
1252	0.7883464694023132
1253	1.0907104015350342
1254	1.021690845489502
1255	1.3886847496032715
1256	0.8864859938621521
1257	1.0112091302871704
1258	0.8793759346008301
